,c_i_child,c_i_parent,counts,p
7641,77,42,5,0.005
7642,77,43,9,0.009
7643,77,44,3,0.003
7644,77,45,10,0.01
7645,77,46,9,0.009
7646,77,47,10,0.01
7647,77,48,8,0.008
7648,77,49,14,0.014
7649,77,50,12,0.012
7650,77,51,12,0.012
7651,77,52,15,0.015
7652,77,53,12,0.012
7653,77,54,15,0.015
7654,77,55,8,0.008
7655,77,56,10,0.01
7656,77,57,9,0.009
7657,77,58,14,0.014
7658,77,59,12,0.012
7659,77,60,15,0.015
7660,77,61,14,0.014
7661,77,62,19,0.019
7662,77,63,15,0.015
7663,77,64,13,0.013
7664,77,65,17,0.017
7665,77,66,17,0.017
7666,77,67,13,0.013
7667,77,68,23,0.023
7668,77,69,14,0.014
7669,77,70,16,0.016
7670,77,71,15,0.015
7671,77,72,17,0.017
7672,77,73,14,0.014
7673,77,74,14,0.014
7674,77,75,16,0.016
7675,77,76,19,0.019
7676,77,77,16,0.016
7677,77,78,12,0.012
7678,77,79,16,0.016
7679,77,80,18,0.018
7680,77,81,11,0.011
7681,77,82,13,0.013
7682,77,83,22,0.022
7683,77,84,14,0.014
7684,77,85,22,0.022
7685,77,86,23,0.023
7686,77,87,23,0.023
7687,77,88,15,0.015
7688,77,89,7,0.007
7689,77,90,18,0.018
7690,77,91,15,0.015
7691,77,92,19,0.019
7692,77,93,18,0.018
7693,77,94,19,0.019
7694,77,95,18,0.018
7695,77,96,16,0.016
7696,77,97,14,0.014
7697,77,98,11,0.011
7698,77,99,15,0.015
7699,77,100,8,0.008
7700,78,1,1,0.001
7701,78,2,0,0.0
7702,78,3,0,0.0
7703,78,4,0,0.0
7704,78,5,2,0.002
7705,78,6,1,0.001
7706,78,7,3,0.003
7707,78,8,0,0.0
7708,78,9,1,0.001
7709,78,10,1,0.001
7710,78,11,2,0.002
7711,78,12,2,0.002
7712,78,13,1,0.001
7713,78,14,1,0.001
7714,78,15,2,0.002
7715,78,16,4,0.004
7716,78,17,3,0.003
7717,78,18,2,0.002
7718,78,19,5,0.005
7719,78,20,3,0.003
7720,78,21,2,0.002
7721,78,22,5,0.005
7722,78,23,5,0.005
7723,78,24,6,0.006
7724,78,25,6,0.006
7725,78,26,4,0.004
7726,78,27,9,0.009
7727,78,28,2,0.002
7728,78,29,5,0.005
7729,78,30,8,0.008
7730,78,31,4,0.004
7731,78,32,5,0.005
7732,78,33,5,0.005
7733,78,34,9,0.009
7734,78,35,10,0.01
7735,78,36,16,0.016
7736,78,37,14,0.014
7737,78,38,8,0.008
7738,78,39,11,0.011
7739,78,40,5,0.005
7740,78,41,8,0.008
7741,78,42,11,0.011
7742,78,43,3,0.003
7743,78,44,13,0.013
7744,78,45,14,0.014
7745,78,46,15,0.015
7746,78,47,10,0.01
7747,78,48,11,0.011
7748,78,49,10,0.01
7749,78,50,7,0.007
7750,78,51,8,0.008
7751,78,52,8,0.008
7752,78,53,12,0.012
7753,78,54,10,0.01
7754,78,55,6,0.006
7755,78,56,14,0.014
7756,78,57,12,0.012
7757,78,58,12,0.012
7758,78,59,11,0.011
7759,78,60,10,0.01
7760,78,61,15,0.015
7761,78,62,13,0.013
7762,78,63,16,0.016
7763,78,64,10,0.01
7764,78,65,14,0.014
7765,78,66,13,0.013
7766,78,67,15,0.015
7767,78,68,15,0.015
7768,78,69,11,0.011
7769,78,70,22,0.022
7770,78,71,8,0.008
7771,78,72,12,0.012
7772,78,73,26,0.026
7773,78,74,21,0.021
7774,78,75,14,0.014
7775,78,76,21,0.021
7776,78,77,13,0.013
7777,78,78,24,0.024
7778,78,79,23,0.023
7779,78,80,11,0.011
7780,78,81,22,0.022
7781,78,82,10,0.01
7782,78,83,12,0.012
7783,78,84,14,0.014
7784,78,85,21,0.021
7785,78,86,13,0.013
7786,78,87,19,0.019
7787,78,88,17,0.017
7788,78,89,21,0.021
7789,78,90,19,0.019
7790,78,91,19,0.019
7791,78,92,14,0.014
7792,78,93,18,0.018
7793,78,94,9,0.009
7794,78,95,13,0.013
7795,78,96,19,0.019
7796,78,97,16,0.016
7797,78,98,15,0.015
7798,78,99,11,0.011
7799,78,100,3,0.003
7800,79,1,0,0.0
7801,79,2,0,0.0
7802,79,3,2,0.002
7803,79,4,1,0.001
7804,79,5,1,0.001
7805,79,6,0,0.0
7806,79,7,1,0.001
7807,79,8,2,0.002
7808,79,9,0,0.0
7809,79,10,0,0.0
7810,79,11,3,0.003
7811,79,12,0,0.0
7812,79,13,3,0.003
7813,79,14,4,0.004
7814,79,15,2,0.002
7815,79,16,2,0.002
7816,79,17,1,0.001
7817,79,18,3,0.003
7818,79,19,2,0.002
7819,79,20,3,0.003
7820,79,21,3,0.003
7821,79,22,2,0.002
7822,79,23,8,0.008
7823,79,24,3,0.003
7824,79,25,0,0.0
7825,79,26,6,0.006
7826,79,27,5,0.005
7827,79,28,9,0.009
7828,79,29,3,0.003
7829,79,30,8,0.008
7830,79,31,9,0.009
7831,79,32,4,0.004
7832,79,33,6,0.006
7833,79,34,9,0.009
7834,79,35,9,0.009
7835,79,36,9,0.009
7836,79,37,8,0.008
7837,79,38,13,0.013
7838,79,39,8,0.008
7839,79,40,7,0.007
7840,79,41,9,0.009
7841,79,42,10,0.01
7842,79,43,6,0.006
7843,79,44,10,0.01
7844,79,45,7,0.007
7845,79,46,7,0.007
7846,79,47,7,0.007
7847,79,48,9,0.009
7848,79,49,10,0.01
7849,79,50,7,0.007
7850,79,51,12,0.012
7851,79,52,9,0.009
7852,79,53,11,0.011
7853,79,54,17,0.017
7854,79,55,13,0.013
7855,79,56,12,0.012
7856,79,57,7,0.007
7857,79,58,10,0.01
7858,79,59,12,0.012
7859,79,60,11,0.011
7860,79,61,8,0.008
7861,79,62,12,0.012
7862,79,63,11,0.011
7863,79,64,15,0.015
7864,79,65,11,0.011
7865,79,66,15,0.015
7866,79,67,15,0.015
7867,79,68,19,0.019
7868,79,69,14,0.014
7869,79,70,20,0.02
7870,79,71,22,0.022
7871,79,72,14,0.014
7872,79,73,12,0.012
7873,79,74,14,0.014
7874,79,75,24,0.024
7875,79,76,21,0.021
7876,79,77,16,0.016
7877,79,78,16,0.016
7878,79,79,17,0.017
7879,79,80,16,0.016
7880,79,81,16,0.016
7881,79,82,17,0.017
7882,79,83,17,0.017
7883,79,84,9,0.009
7884,79,85,20,0.02
7885,79,86,21,0.021
7886,79,87,17,0.017
7887,79,88,15,0.015
7888,79,89,22,0.022
7889,79,90,14,0.014
7890,79,91,25,0.025
7891,79,92,14,0.014
7892,79,93,12,0.012
7893,79,94,18,0.018
7894,79,95,24,0.024
7895,79,96,19,0.019
7896,79,97,23,0.023
7897,79,98,16,0.016
7898,79,99,9,0.009
7899,79,100,5,0.005
7900,80,1,0,0.0
7901,80,2,0,0.0
7902,80,3,0,0.0
7903,80,4,2,0.002
7904,80,5,1,0.001
7905,80,6,3,0.003
7906,80,7,2,0.002
7907,80,8,2,0.002
7908,80,9,3,0.003
7909,80,10,1,0.001
7910,80,11,1,0.001
7911,80,12,2,0.002
7912,80,13,1,0.001
7913,80,14,0,0.0
7914,80,15,2,0.002
7915,80,16,0,0.0
7916,80,17,4,0.004
7917,80,18,2,0.002
7918,80,19,2,0.002
7919,80,20,3,0.003
7920,80,21,7,0.007
7921,80,22,4,0.004
7922,80,23,3,0.003
7923,80,24,3,0.003
7924,80,25,2,0.002
7925,80,26,6,0.006
7926,80,27,4,0.004
7927,80,28,4,0.004
7928,80,29,4,0.004
7929,80,30,6,0.006
7930,80,31,4,0.004
7931,80,32,5,0.005
7932,80,33,4,0.004
7933,80,34,9,0.009
7934,80,35,4,0.004
7935,80,36,4,0.004
7936,80,37,3,0.003
7937,80,38,7,0.007
7938,80,39,13,0.013
7939,80,40,11,0.011
7940,80,41,10,0.01
7941,80,42,8,0.008
7942,80,43,11,0.011
7943,80,44,12,0.012
7944,80,45,9,0.009
7945,80,46,10,0.01
7946,80,47,6,0.006
7947,80,48,10,0.01
7948,80,49,6,0.006
7949,80,50,13,0.013
7950,80,51,13,0.013
7951,80,52,9,0.009
7952,80,53,14,0.014
7953,80,54,10,0.01
7954,80,55,11,0.011
7955,80,56,5,0.005
7956,80,57,24,0.024
7957,80,58,10,0.01
7958,80,59,16,0.016
7959,80,60,14,0.014
7960,80,61,17,0.017
7961,80,62,10,0.01
7962,80,63,12,0.012
7963,80,64,13,0.013
7964,80,65,14,0.014
7965,80,66,14,0.014
7966,80,67,13,0.013
7967,80,68,12,0.012
7968,80,69,10,0.01
7969,80,70,16,0.016
7970,80,71,22,0.022
7971,80,72,21,0.021
7972,80,73,14,0.014
7973,80,74,11,0.011
7974,80,75,15,0.015
7975,80,76,11,0.011
7976,80,77,12,0.012
7977,80,78,17,0.017
7978,80,79,11,0.011
7979,80,80,17,0.017
7980,80,81,18,0.018
7981,80,82,23,0.023
7982,80,83,14,0.014
7983,80,84,22,0.022
7984,80,85,19,0.019
7985,80,86,17,0.017
7986,80,87,17,0.017
7987,80,88,20,0.02
7988,80,89,21,0.021
7989,80,90,24,0.024
7990,80,91,20,0.02
7991,80,92,24,0.024
7992,80,93,17,0.017
7993,80,94,11,0.011
7994,80,95,16,0.016
7995,80,96,18,0.018
7996,80,97,17,0.017
7997,80,98,16,0.016
7998,80,99,14,0.014
7999,80,100,11,0.011
8000,81,1,0,0.0
8001,81,2,0,0.0
8002,81,3,0,0.0
8003,81,4,0,0.0
8004,81,5,0,0.0
8005,81,6,0,0.0
8006,81,7,0,0.0
8007,81,8,0,0.0
8008,81,9,2,0.002
8009,81,10,0,0.0
8010,81,11,0,0.0
8011,81,12,1,0.001
8012,81,13,2,0.002
8013,81,14,4,0.004
8014,81,15,3,0.003
8015,81,16,1,0.001
8016,81,17,2,0.002
8017,81,18,0,0.0
8018,81,19,5,0.005
8019,81,20,2,0.002
8020,81,21,2,0.002
8021,81,22,4,0.004
8022,81,23,2,0.002
8023,81,24,5,0.005
8024,81,25,5,0.005
8025,81,26,7,0.007
8026,81,27,5,0.005
8027,81,28,4,0.004
8028,81,29,9,0.009
8029,81,30,3,0.003
8030,81,31,3,0.003
8031,81,32,4,0.004
8032,81,33,5,0.005
8033,81,34,5,0.005
8034,81,35,3,0.003
8035,81,36,6,0.006
8036,81,37,7,0.007
8037,81,38,9,0.009
8038,81,39,7,0.007
8039,81,40,7,0.007
8040,81,41,8,0.008
8041,81,42,3,0.003
8042,81,43,5,0.005
8043,81,44,5,0.005
8044,81,45,6,0.006
8045,81,46,10,0.01
8046,81,47,9,0.009
8047,81,48,11,0.011
8048,81,49,9,0.009
8049,81,50,8,0.008
8050,81,51,16,0.016
8051,81,52,14,0.014
8052,81,53,11,0.011
8053,81,54,18,0.018
8054,81,55,15,0.015
8055,81,56,7,0.007
8056,81,57,14,0.014
8057,81,58,9,0.009
8058,81,59,26,0.026
8059,81,60,10,0.01
8060,81,61,24,0.024
8061,81,62,11,0.011
8062,81,63,10,0.01
8063,81,64,21,0.021
8064,81,65,12,0.012
8065,81,66,9,0.009
8066,81,67,18,0.018
8067,81,68,18,0.018
8068,81,69,15,0.015
8069,81,70,15,0.015
8070,81,71,21,0.021
8071,81,72,21,0.021
8072,81,73,14,0.014
8073,81,74,15,0.015
8074,81,75,17,0.017
8075,81,76,23,0.023
8076,81,77,9,0.009
8077,81,78,25,0.025
8078,81,79,19,0.019
8079,81,80,12,0.012
8080,81,81,24,0.024
8081,81,82,16,0.016
8082,81,83,14,0.014
8083,81,84,18,0.018
8084,81,85,9,0.009
8085,81,86,17,0.017
8086,81,87,25,0.025
8087,81,88,19,0.019
8088,81,89,21,0.021
8089,81,90,16,0.016
8090,81,91,18,0.018
8091,81,92,20,0.02
8092,81,93,11,0.011
8093,81,94,22,0.022
8094,81,95,23,0.023
8095,81,96,15,0.015
8096,81,97,15,0.015
8097,81,98,10,0.01
8098,81,99,13,0.013
8099,81,100,7,0.007
8100,82,1,0,0.0
8101,82,2,0,0.0
8102,82,3,0,0.0
8103,82,4,0,0.0
8104,82,5,0,0.0
8105,82,6,0,0.0
8106,82,7,0,0.0
8107,82,8,0,0.0
8108,82,9,1,0.001
8109,82,10,1,0.001
8110,82,11,4,0.004
8111,82,12,1,0.001
8112,82,13,0,0.0
8113,82,14,1,0.001
8114,82,15,4,0.004
8115,82,16,2,0.002
8116,82,17,3,0.003
8117,82,18,5,0.005
8118,82,19,2,0.002
8119,82,20,1,0.001
8120,82,21,6,0.006
8121,82,22,3,0.003
8122,82,23,6,0.006
8123,82,24,2,0.002
8124,82,25,9,0.009
8125,82,26,3,0.003
8126,82,27,4,0.004
8127,82,28,6,0.006
8128,82,29,4,0.004
8129,82,30,7,0.007
8130,82,31,8,0.008
8131,82,32,3,0.003
8132,82,33,5,0.005
8133,82,34,8,0.008
8134,82,35,6,0.006
8135,82,36,3,0.003
8136,82,37,6,0.006
8137,82,38,5,0.005
8138,82,39,2,0.002
8139,82,40,7,0.007
8140,82,41,9,0.009
8141,82,42,9,0.009
8142,82,43,5,0.005
8143,82,44,3,0.003
8144,82,45,6,0.006
8145,82,46,9,0.009
8146,82,47,10,0.01
8147,82,48,16,0.016
8148,82,49,7,0.007
8149,82,50,7,0.007
8150,82,51,7,0.007
8151,82,52,10,0.01
8152,82,53,10,0.01
8153,82,54,9,0.009
8154,82,55,9,0.009
8155,82,56,12,0.012
8156,82,57,15,0.015
8157,82,58,18,0.018
8158,82,59,11,0.011
8159,82,60,17,0.017
8160,82,61,11,0.011
8161,82,62,12,0.012
8162,82,63,8,0.008
8163,82,64,14,0.014
8164,82,65,13,0.013
8165,82,66,16,0.016
8166,82,67,18,0.018
8167,82,68,17,0.017
8168,82,69,15,0.015
8169,82,70,18,0.018
8170,82,71,23,0.023
8171,82,72,10,0.01
8172,82,73,15,0.015
8173,82,74,15,0.015
8174,82,75,10,0.01
8175,82,76,21,0.021
8176,82,77,22,0.022
8177,82,78,18,0.018
8178,82,79,15,0.015
8179,82,80,23,0.023
8180,82,81,20,0.02
8181,82,82,18,0.018
8182,82,83,24,0.024
8183,82,84,12,0.012
8184,82,85,19,0.019
8185,82,86,16,0.016
8186,82,87,13,0.013
8187,82,88,23,0.023
8188,82,89,23,0.023
8189,82,90,26,0.026
8190,82,91,18,0.018
8191,82,92,16,0.016
8192,82,93,23,0.023
8193,82,94,11,0.011
8194,82,95,18,0.018
8195,82,96,22,0.022
8196,82,97,18,0.018
8197,82,98,13,0.013
8198,82,99,15,0.015
8199,82,100,11,0.011
8200,83,1,0,0.0
8201,83,2,0,0.0
8202,83,3,0,0.0
8203,83,4,1,0.001
8204,83,5,0,0.0
8205,83,6,0,0.0
8206,83,7,1,0.001
8207,83,8,2,0.002
8208,83,9,1,0.001
8209,83,10,1,0.001
8210,83,11,0,0.0
8211,83,12,0,0.0
8212,83,13,2,0.002
8213,83,14,4,0.004
8214,83,15,0,0.0
8215,83,16,3,0.003
8216,83,17,1,0.001
8217,83,18,3,0.003
8218,83,19,5,0.005
8219,83,20,2,0.002
8220,83,21,2,0.002
8221,83,22,7,0.007
8222,83,23,0,0.0
8223,83,24,4,0.004
8224,83,25,8,0.008
8225,83,26,7,0.007
8226,83,27,1,0.001
8227,83,28,2,0.002
8228,83,29,6,0.006
8229,83,30,5,0.005
8230,83,31,0,0.0
8231,83,32,9,0.009
8232,83,33,3,0.003
8233,83,34,3,0.003
8234,83,35,1,0.001
8235,83,36,5,0.005
8236,83,37,7,0.007
8237,83,38,1,0.001
8238,83,39,7,0.007
8239,83,40,7,0.007
8240,83,41,7,0.007
8241,83,42,8,0.008
8242,83,43,12,0.012
8243,83,44,11,0.011
8244,83,45,13,0.013
8245,83,46,8,0.008
8246,83,47,9,0.009
8247,83,48,4,0.004
8248,83,49,15,0.015
8249,83,50,13,0.013
8250,83,51,13,0.013
8251,83,52,12,0.012
8252,83,53,6,0.006
8253,83,54,9,0.009
8254,83,55,10,0.01
8255,83,56,13,0.013
8256,83,57,10,0.01
8257,83,58,12,0.012
8258,83,59,12,0.012
8259,83,60,7,0.007
8260,83,61,22,0.022
8261,83,62,13,0.013
8262,83,63,14,0.014
8263,83,64,12,0.012
8264,83,65,12,0.012
8265,83,66,13,0.013
8266,83,67,20,0.02
8267,83,68,11,0.011
8268,83,69,12,0.012
8269,83,70,15,0.015
8270,83,71,16,0.016
8271,83,72,18,0.018
8272,83,73,17,0.017
8273,83,74,18,0.018
8274,83,75,11,0.011
8275,83,76,18,0.018
8276,83,77,14,0.014
8277,83,78,15,0.015
8278,83,79,26,0.026
8279,83,80,16,0.016
8280,83,81,14,0.014
8281,83,82,22,0.022
8282,83,83,19,0.019
8283,83,84,19,0.019
8284,83,85,21,0.021
8285,83,86,19,0.019
8286,83,87,20,0.02
8287,83,88,29,0.029
8288,83,89,18,0.018
8289,83,90,20,0.02
8290,83,91,16,0.016
8291,83,92,18,0.018
8292,83,93,19,0.019
8293,83,94,12,0.012
8294,83,95,20,0.02
8295,83,96,15,0.015
8296,83,97,21,0.021
8297,83,98,24,0.024
8298,83,99,14,0.014
8299,83,100,12,0.012
8300,84,1,0,0.0
8301,84,2,0,0.0
8302,84,3,0,0.0
8303,84,4,0,0.0
8304,84,5,0,0.0
8305,84,6,1,0.001
8306,84,7,0,0.0
8307,84,8,1,0.001
8308,84,9,2,0.002
8309,84,10,3,0.003
8310,84,11,1,0.001
8311,84,12,0,0.0
8312,84,13,2,0.002
8313,84,14,1,0.001
8314,84,15,3,0.003
8315,84,16,0,0.0
8316,84,17,0,0.0
8317,84,18,1,0.001
8318,84,19,2,0.002
8319,84,20,0,0.0
8320,84,21,4,0.004
8321,84,22,3,0.003
8322,84,23,2,0.002
8323,84,24,4,0.004
8324,84,25,3,0.003
8325,84,26,6,0.006
8326,84,27,6,0.006
8327,84,28,4,0.004
8328,84,29,2,0.002
8329,84,30,5,0.005
8330,84,31,4,0.004
8331,84,32,6,0.006
8332,84,33,3,0.003
8333,84,34,4,0.004
8334,84,35,7,0.007
8335,84,36,10,0.01
8336,84,37,7,0.007
8337,84,38,4,0.004
8338,84,39,7,0.007
8339,84,40,5,0.005
8340,84,41,6,0.006
8341,84,42,4,0.004
8342,84,43,8,0.008
8343,84,44,5,0.005
8344,84,45,9,0.009
8345,84,46,7,0.007
8346,84,47,5,0.005
8347,84,48,12,0.012
8348,84,49,20,0.02
8349,84,50,7,0.007
8350,84,51,5,0.005
8351,84,52,10,0.01
8352,84,53,8,0.008
8353,84,54,8,0.008
8354,84,55,16,0.016
8355,84,56,7,0.007
8356,84,57,11,0.011
8357,84,58,10,0.01
8358,84,59,9,0.009
8359,84,60,13,0.013
8360,84,61,16,0.016
8361,84,62,14,0.014
8362,84,63,13,0.013
8363,84,64,12,0.012
8364,84,65,14,0.014
8365,84,66,13,0.013
8366,84,67,13,0.013
8367,84,68,19,0.019
8368,84,69,19,0.019
8369,84,70,16,0.016
8370,84,71,17,0.017
8371,84,72,14,0.014
8372,84,73,12,0.012
8373,84,74,16,0.016
8374,84,75,9,0.009
8375,84,76,28,0.028
8376,84,77,18,0.018
8377,84,78,17,0.017
8378,84,79,15,0.015
8379,84,80,19,0.019
8380,84,81,19,0.019
8381,84,82,15,0.015
8382,84,83,14,0.014
8383,84,84,17,0.017
8384,84,85,21,0.021
8385,84,86,18,0.018
8386,84,87,28,0.028
8387,84,88,16,0.016
8388,84,89,14,0.014
8389,84,90,15,0.015
8390,84,91,20,0.02
8391,84,92,32,0.032
8392,84,93,20,0.02
8393,84,94,28,0.028
8394,84,95,28,0.028
8395,84,96,20,0.02
8396,84,97,16,0.016
8397,84,98,14,0.014
8398,84,99,22,0.022
8399,84,100,16,0.016
8400,85,1,0,0.0
8401,85,2,0,0.0
8402,85,3,0,0.0
8403,85,4,1,0.001
8404,85,5,1,0.001
8405,85,6,2,0.002
8406,85,7,0,0.0
8407,85,8,0,0.0
8408,85,9,1,0.001
8409,85,10,0,0.0
8410,85,11,2,0.002
8411,85,12,1,0.001
8412,85,13,0,0.0
8413,85,14,0,0.0
8414,85,15,2,0.002
8415,85,16,1,0.001
8416,85,17,3,0.003
8417,85,18,1,0.001
8418,85,19,2,0.002
8419,85,20,2,0.002
8420,85,21,2,0.002
8421,85,22,5,0.005
8422,85,23,3,0.003
8423,85,24,2,0.002
8424,85,25,7,0.007
8425,85,26,2,0.002
8426,85,27,4,0.004
8427,85,28,4,0.004
8428,85,29,1,0.001
8429,85,30,5,0.005
8430,85,31,5,0.005
8431,85,32,2,0.002
8432,85,33,3,0.003
8433,85,34,3,0.003
8434,85,35,8,0.008
8435,85,36,2,0.002
8436,85,37,6,0.006
8437,85,38,7,0.007
8438,85,39,6,0.006
8439,85,40,9,0.009
8440,85,41,4,0.004
8441,85,42,8,0.008
8442,85,43,8,0.008
8443,85,44,10,0.01
8444,85,45,7,0.007
8445,85,46,6,0.006
8446,85,47,4,0.004
8447,85,48,10,0.01
8448,85,49,5,0.005
8449,85,50,8,0.008
8450,85,51,11,0.011
8451,85,52,12,0.012
8452,85,53,9,0.009
8453,85,54,12,0.012
8454,85,55,7,0.007
8455,85,56,9,0.009
8456,85,57,10,0.01
8457,85,58,12,0.012
8458,85,59,7,0.007
8459,85,60,15,0.015
8460,85,61,12,0.012
8461,85,62,12,0.012
8462,85,63,15,0.015
8463,85,64,8,0.008
8464,85,65,12,0.012
8465,85,66,12,0.012
8466,85,67,9,0.009
8467,85,68,15,0.015
8468,85,69,9,0.009
8469,85,70,17,0.017
8470,85,71,13,0.013
8471,85,72,16,0.016
8472,85,73,18,0.018
8473,85,74,21,0.021
8474,85,75,22,0.022
8475,85,76,18,0.018
8476,85,77,20,0.02
8477,85,78,15,0.015
8478,85,79,18,0.018
8479,85,80,13,0.013
8480,85,81,22,0.022
8481,85,82,18,0.018
8482,85,83,21,0.021
8483,85,84,22,0.022
8484,85,85,20,0.02
8485,85,86,27,0.027
8486,85,87,21,0.021
8487,85,88,17,0.017
8488,85,89,24,0.024
8489,85,90,24,0.024
8490,85,91,30,0.03
8491,85,92,28,0.028
8492,85,93,18,0.018
8493,85,94,25,0.025
8494,85,95,13,0.013
8495,85,96,24,0.024
8496,85,97,19,0.019
8497,85,98,23,0.023
8498,85,99,17,0.017
8499,85,100,13,0.013
8500,86,1,0,0.0
8501,86,2,0,0.0
8502,86,3,0,0.0
8503,86,4,0,0.0
8504,86,5,0,0.0
8505,86,6,1,0.001
8506,86,7,1,0.001
8507,86,8,1,0.001
8508,86,9,0,0.0
8509,86,10,0,0.0
8510,86,11,1,0.001
8511,86,12,1,0.001
8512,86,13,0,0.0
8513,86,14,1,0.001
8514,86,15,3,0.003
8515,86,16,2,0.002
8516,86,17,2,0.002
8517,86,18,2,0.002
8518,86,19,1,0.001
8519,86,20,3,0.003
8520,86,21,2,0.002
8521,86,22,4,0.004
8522,86,23,0,0.0
8523,86,24,1,0.001
8524,86,25,6,0.006
8525,86,26,4,0.004
8526,86,27,5,0.005
8527,86,28,4,0.004
8528,86,29,8,0.008
8529,86,30,2,0.002
8530,86,31,3,0.003
8531,86,32,4,0.004
8532,86,33,1,0.001
8533,86,34,6,0.006
8534,86,35,2,0.002
8535,86,36,2,0.002
8536,86,37,10,0.01
8537,86,38,8,0.008
8538,86,39,3,0.003
8539,86,40,7,0.007
8540,86,41,6,0.006
8541,86,42,7,0.007
8542,86,43,10,0.01
8543,86,44,5,0.005
8544,86,45,6,0.006
8545,86,46,9,0.009
8546,86,47,6,0.006
8547,86,48,3,0.003
8548,86,49,7,0.007
8549,86,50,8,0.008
8550,86,51,7,0.007
8551,86,52,8,0.008
8552,86,53,6,0.006
8553,86,54,8,0.008
8554,86,55,12,0.012
8555,86,56,11,0.011
8556,86,57,8,0.008
8557,86,58,6,0.006
8558,86,59,15,0.015
8559,86,60,16,0.016
8560,86,61,12,0.012
8561,86,62,7,0.007
8562,86,63,13,0.013
8563,86,64,6,0.006
8564,86,65,14,0.014
8565,86,66,17,0.017
8566,86,67,21,0.021
8567,86,68,11,0.011
8568,86,69,10,0.01
8569,86,70,17,0.017
8570,86,71,18,0.018
8571,86,72,15,0.015
8572,86,73,14,0.014
8573,86,74,13,0.013
8574,86,75,17,0.017
8575,86,76,15,0.015
8576,86,77,19,0.019
8577,86,78,20,0.02
8578,86,79,17,0.017
8579,86,80,23,0.023
8580,86,81,16,0.016
8581,86,82,15,0.015
8582,86,83,22,0.022
8583,86,84,14,0.014
8584,86,85,20,0.02
8585,86,86,27,0.027
8586,86,87,19,0.019
8587,86,88,19,0.019
8588,86,89,26,0.026
8589,86,90,27,0.027
8590,86,91,30,0.03
8591,86,92,30,0.03
8592,86,93,19,0.019
8593,86,94,27,0.027
8594,86,95,25,0.025
8595,86,96,24,0.024
8596,86,97,16,0.016
8597,86,98,14,0.014
8598,86,99,32,0.032
8599,86,100,14,0.014
8600,87,1,1,0.001
8601,87,2,0,0.0
8602,87,3,0,0.0
8603,87,4,0,0.0
8604,87,5,0,0.0
8605,87,6,0,0.0
8606,87,7,1,0.001
8607,87,8,0,0.0
8608,87,9,1,0.001
8609,87,10,2,0.002
8610,87,11,2,0.002
8611,87,12,0,0.0
8612,87,13,1,0.001
8613,87,14,0,0.0
8614,87,15,1,0.001
8615,87,16,4,0.004
8616,87,17,2,0.002
8617,87,18,4,0.004
8618,87,19,1,0.001
8619,87,20,6,0.006
8620,87,21,2,0.002
8621,87,22,3,0.003
8622,87,23,0,0.0
8623,87,24,0,0.0
8624,87,25,1,0.001
8625,87,26,3,0.003
8626,87,27,2,0.002
8627,87,28,0,0.0
8628,87,29,4,0.004
8629,87,30,6,0.006
8630,87,31,3,0.003
8631,87,32,6,0.006
8632,87,33,6,0.006
8633,87,34,2,0.002
8634,87,35,2,0.002
8635,87,36,5,0.005
8636,87,37,4,0.004
8637,87,38,4,0.004
8638,87,39,6,0.006
8639,87,40,4,0.004
8640,87,41,4,0.004
8641,87,42,9,0.009
8642,87,43,5,0.005
8643,87,44,12,0.012
8644,87,45,8,0.008
8645,87,46,6,0.006
8646,87,47,7,0.007
8647,87,48,5,0.005
8648,87,49,12,0.012
8649,87,50,5,0.005
8650,87,51,5,0.005
8651,87,52,5,0.005
8652,87,53,14,0.014
8653,87,54,14,0.014
8654,87,55,12,0.012
8655,87,56,11,0.011
8656,87,57,14,0.014
8657,87,58,8,0.008
8658,87,59,9,0.009
8659,87,60,8,0.008
8660,87,61,7,0.007
8661,87,62,15,0.015
8662,87,63,9,0.009
8663,87,64,11,0.011
8664,87,65,17,0.017
8665,87,66,16,0.016
8666,87,67,9,0.009
8667,87,68,11,0.011
8668,87,69,14,0.014
8669,87,70,6,0.006
8670,87,71,16,0.016
8671,87,72,11,0.011
8672,87,73,16,0.016
8673,87,74,18,0.018
8674,87,75,19,0.019
8675,87,76,16,0.016
8676,87,77,16,0.016
8677,87,78,13,0.013
8678,87,79,20,0.02
8679,87,80,22,0.022
8680,87,81,19,0.019
8681,87,82,27,0.027
8682,87,83,24,0.024
8683,87,84,16,0.016
8684,87,85,17,0.017
8685,87,86,17,0.017
8686,87,87,23,0.023
8687,87,88,28,0.028
8688,87,89,29,0.029
8689,87,90,26,0.026
8690,87,91,18,0.018
8691,87,92,26,0.026
8692,87,93,25,0.025
8693,87,94,24,0.024
8694,87,95,22,0.022
8695,87,96,30,0.03
8696,87,97,24,0.024
8697,87,98,24,0.024
8698,87,99,22,0.022
8699,87,100,15,0.015
8700,88,1,0,0.0
8701,88,2,0,0.0
8702,88,3,0,0.0
8703,88,4,0,0.0
8704,88,5,0,0.0
8705,88,6,0,0.0
8706,88,7,1,0.001
8707,88,8,2,0.002
8708,88,9,0,0.0
8709,88,10,1,0.001
8710,88,11,0,0.0
8711,88,12,0,0.0
8712,88,13,1,0.001
8713,88,14,1,0.001
8714,88,15,0,0.0
8715,88,16,2,0.002
