,c_i_child,c_i_parent,counts,p
3629,37,30,15,0.015
3630,37,31,15,0.015
3631,37,32,9,0.009
3632,37,33,19,0.019
3633,37,34,11,0.011
3634,37,35,12,0.012
3635,37,36,17,0.017
3636,37,37,13,0.013
3637,37,38,17,0.017
3638,37,39,16,0.016
3639,37,40,10,0.01
3640,37,41,22,0.022
3641,37,42,14,0.014
3642,37,43,13,0.013
3643,37,44,11,0.011
3644,37,45,17,0.017
3645,37,46,15,0.015
3646,37,47,11,0.011
3647,37,48,15,0.015
3648,37,49,14,0.014
3649,37,50,13,0.013
3650,37,51,10,0.01
3651,37,52,12,0.012
3652,37,53,16,0.016
3653,37,54,10,0.01
3654,37,55,12,0.012
3655,37,56,12,0.012
3656,37,57,19,0.019
3657,37,58,12,0.012
3658,37,59,8,0.008
3659,37,60,11,0.011
3660,37,61,12,0.012
3661,37,62,4,0.004
3662,37,63,13,0.013
3663,37,64,7,0.007
3664,37,65,13,0.013
3665,37,66,13,0.013
3666,37,67,9,0.009
3667,37,68,10,0.01
3668,37,69,7,0.007
3669,37,70,12,0.012
3670,37,71,11,0.011
3671,37,72,10,0.01
3672,37,73,11,0.011
3673,37,74,9,0.009
3674,37,75,9,0.009
3675,37,76,7,0.007
3676,37,77,4,0.004
3677,37,78,7,0.007
3678,37,79,7,0.007
3679,37,80,9,0.009
3680,37,81,6,0.006
3681,37,82,8,0.008
3682,37,83,6,0.006
3683,37,84,3,0.003
3684,37,85,5,0.005
3685,37,86,2,0.002
3686,37,87,3,0.003
3687,37,88,4,0.004
3688,37,89,0,0.0
3689,37,90,1,0.001
3690,37,91,3,0.003
3691,37,92,0,0.0
3692,37,93,2,0.002
3693,37,94,4,0.004
3694,37,95,3,0.003
3695,37,96,1,0.001
3696,37,97,2,0.002
3697,37,98,2,0.002
3698,37,99,1,0.001
3699,37,100,0,0.0
3700,38,1,1,0.001
3701,38,2,4,0.004
3702,38,3,4,0.004
3703,38,4,6,0.006
3704,38,5,14,0.014
3705,38,6,8,0.008
3706,38,7,10,0.01
3707,38,8,11,0.011
3708,38,9,16,0.016
3709,38,10,5,0.005
3710,38,11,14,0.014
3711,38,12,10,0.01
3712,38,13,16,0.016
3713,38,14,9,0.009
3714,38,15,17,0.017
3715,38,16,5,0.005
3716,38,17,10,0.01
3717,38,18,10,0.01
3718,38,19,10,0.01
3719,38,20,18,0.018
3720,38,21,11,0.011
3721,38,22,11,0.011
3722,38,23,9,0.009
3723,38,24,16,0.016
3724,38,25,13,0.013
3725,38,26,10,0.01
3726,38,27,14,0.014
3727,38,28,9,0.009
3728,38,29,13,0.013
3729,38,30,15,0.015
3730,38,31,12,0.012
3731,38,32,17,0.017
3732,38,33,26,0.026
3733,38,34,14,0.014
3734,38,35,17,0.017
3735,38,36,6,0.006
3736,38,37,9,0.009
3737,38,38,7,0.007
3738,38,39,10,0.01
3739,38,40,15,0.015
3740,38,41,16,0.016
3741,38,42,18,0.018
3742,38,43,10,0.01
3743,38,44,10,0.01
3744,38,45,14,0.014
3745,38,46,15,0.015
3746,38,47,5,0.005
3747,38,48,11,0.011
3748,38,49,11,0.011
3749,38,50,13,0.013
3750,38,51,9,0.009
3751,38,52,15,0.015
3752,38,53,11,0.011
3753,38,54,6,0.006
3754,38,55,20,0.02
3755,38,56,13,0.013
3756,38,57,12,0.012
3757,38,58,9,0.009
3758,38,59,15,0.015
3759,38,60,10,0.01
3760,38,61,9,0.009
3761,38,62,14,0.014
3762,38,63,14,0.014
3763,38,64,17,0.017
3764,38,65,15,0.015
3765,38,66,13,0.013
3766,38,67,13,0.013
3767,38,68,11,0.011
3768,38,69,8,0.008
3769,38,70,9,0.009
3770,38,71,11,0.011
3771,38,72,14,0.014
3772,38,73,12,0.012
3773,38,74,7,0.007
3774,38,75,6,0.006
3775,38,76,4,0.004
3776,38,77,14,0.014
3777,38,78,5,0.005
3778,38,79,9,0.009
3779,38,80,10,0.01
3780,38,81,9,0.009
3781,38,82,10,0.01
3782,38,83,6,0.006
3783,38,84,4,0.004
3784,38,85,8,0.008
3785,38,86,4,0.004
3786,38,87,5,0.005
3787,38,88,6,0.006
3788,38,89,5,0.005
3789,38,90,5,0.005
3790,38,91,4,0.004
3791,38,92,7,0.007
3792,38,93,2,0.002
3793,38,94,5,0.005
3794,38,95,4,0.004
3795,38,96,0,0.0
3796,38,97,4,0.004
3797,38,98,1,0.001
3798,38,99,1,0.001
3799,38,100,0,0.0
3800,39,1,2,0.002
3801,39,2,4,0.004
3802,39,3,7,0.007
3803,39,4,6,0.006
3804,39,5,5,0.005
3805,39,6,4,0.004
3806,39,7,5,0.005
3807,39,8,7,0.007
3808,39,9,12,0.012
3809,39,10,6,0.006
3810,39,11,11,0.011
3811,39,12,12,0.012
3812,39,13,7,0.007
3813,39,14,12,0.012
3814,39,15,12,0.012
3815,39,16,22,0.022
3816,39,17,14,0.014
3817,39,18,20,0.02
3818,39,19,13,0.013
3819,39,20,11,0.011
3820,39,21,17,0.017
3821,39,22,13,0.013
3822,39,23,22,0.022
3823,39,24,15,0.015
3824,39,25,19,0.019
3825,39,26,10,0.01
3826,39,27,12,0.012
3827,39,28,14,0.014
3828,39,29,24,0.024
3829,39,30,10,0.01
3830,39,31,5,0.005
3831,39,32,16,0.016
3832,39,33,11,0.011
3833,39,34,16,0.016
3834,39,35,10,0.01
3835,39,36,14,0.014
3836,39,37,17,0.017
3837,39,38,8,0.008
3838,39,39,11,0.011
3839,39,40,15,0.015
3840,39,41,14,0.014
3841,39,42,8,0.008
3842,39,43,15,0.015
3843,39,44,11,0.011
3844,39,45,11,0.011
3845,39,46,10,0.01
3846,39,47,18,0.018
3847,39,48,12,0.012
3848,39,49,16,0.016
3849,39,50,15,0.015
3850,39,51,14,0.014
3851,39,52,5,0.005
3852,39,53,12,0.012
3853,39,54,10,0.01
3854,39,55,12,0.012
3855,39,56,16,0.016
3856,39,57,10,0.01
3857,39,58,13,0.013
3858,39,59,13,0.013
3859,39,60,12,0.012
3860,39,61,7,0.007
3861,39,62,12,0.012
3862,39,63,5,0.005
3863,39,64,10,0.01
3864,39,65,16,0.016
3865,39,66,14,0.014
3866,39,67,15,0.015
3867,39,68,11,0.011
3868,39,69,12,0.012
3869,39,70,11,0.011
3870,39,71,8,0.008
3871,39,72,13,0.013
3872,39,73,11,0.011
3873,39,74,9,0.009
3874,39,75,11,0.011
3875,39,76,7,0.007
3876,39,77,8,0.008
3877,39,78,4,0.004
3878,39,79,11,0.011
3879,39,80,10,0.01
3880,39,81,5,0.005
3881,39,82,7,0.007
3882,39,83,6,0.006
3883,39,84,6,0.006
3884,39,85,7,0.007
3885,39,86,5,0.005
3886,39,87,2,0.002
3887,39,88,6,0.006
3888,39,89,5,0.005
3889,39,90,4,0.004
3890,39,91,3,0.003
3891,39,92,3,0.003
3892,39,93,0,0.0
3893,39,94,4,0.004
3894,39,95,3,0.003
3895,39,96,4,0.004
3896,39,97,3,0.003
3897,39,98,3,0.003
3898,39,99,0,0.0
3899,39,100,1,0.001
3900,40,1,5,0.005
3901,40,2,5,0.005
3902,40,3,8,0.008
3903,40,4,8,0.008
3904,40,5,7,0.007
3905,40,6,4,0.004
3906,40,7,8,0.008
3907,40,8,9,0.009
3908,40,9,13,0.013
3909,40,10,9,0.009
3910,40,11,13,0.013
3911,40,12,8,0.008
3912,40,13,11,0.011
3913,40,14,11,0.011
3914,40,15,10,0.01
3915,40,16,11,0.011
3916,40,17,15,0.015
3917,40,18,14,0.014
3918,40,19,13,0.013
3919,40,20,9,0.009
3920,40,21,9,0.009
3921,40,22,7,0.007
3922,40,23,13,0.013
3923,40,24,7,0.007
3924,40,25,16,0.016
3925,40,26,13,0.013
3926,40,27,19,0.019
3927,40,28,21,0.021
3928,40,29,16,0.016
3929,40,30,11,0.011
3930,40,31,11,0.011
3931,40,32,12,0.012
3932,40,33,12,0.012
3933,40,34,11,0.011
3934,40,35,20,0.02
3935,40,36,16,0.016
3936,40,37,17,0.017
3937,40,38,10,0.01
3938,40,39,9,0.009
3939,40,40,12,0.012
3940,40,41,16,0.016
3941,40,42,14,0.014
3942,40,43,22,0.022
3943,40,44,13,0.013
3944,40,45,12,0.012
3945,40,46,7,0.007
3946,40,47,22,0.022
3947,40,48,15,0.015
3948,40,49,12,0.012
3949,40,50,12,0.012
3950,40,51,15,0.015
3951,40,52,8,0.008
3952,40,53,15,0.015
3953,40,54,14,0.014
3954,40,55,15,0.015
3955,40,56,5,0.005
3956,40,57,9,0.009
3957,40,58,9,0.009
3958,40,59,15,0.015
3959,40,60,9,0.009
3960,40,61,12,0.012
3961,40,62,17,0.017
3962,40,63,14,0.014
3963,40,64,10,0.01
3964,40,65,14,0.014
3965,40,66,12,0.012
3966,40,67,9,0.009
3967,40,68,11,0.011
3968,40,69,10,0.01
3969,40,70,8,0.008
3970,40,71,7,0.007
3971,40,72,12,0.012
3972,40,73,11,0.011
3973,40,74,7,0.007
3974,40,75,6,0.006
3975,40,76,9,0.009
3976,40,77,10,0.01
3977,40,78,6,0.006
3978,40,79,4,0.004
3979,40,80,15,0.015
3980,40,81,9,0.009
3981,40,82,9,0.009
3982,40,83,6,0.006
3983,40,84,6,0.006
3984,40,85,8,0.008
3985,40,86,6,0.006
3986,40,87,2,0.002
3987,40,88,4,0.004
3988,40,89,4,0.004
3989,40,90,3,0.003
3990,40,91,4,0.004
3991,40,92,2,0.002
3992,40,93,7,0.007
3993,40,94,1,0.001
3994,40,95,4,0.004
3995,40,96,2,0.002
3996,40,97,4,0.004
3997,40,98,2,0.002
3998,40,99,0,0.0
3999,40,100,1,0.001
4000,41,1,1,0.001
4001,41,2,4,0.004
4002,41,3,2,0.002
4003,41,4,4,0.004
4004,41,5,3,0.003
4005,41,6,7,0.007
4006,41,7,11,0.011
4007,41,8,8,0.008
4008,41,9,16,0.016
4009,41,10,6,0.006
4010,41,11,6,0.006
4011,41,12,12,0.012
4012,41,13,8,0.008
4013,41,14,15,0.015
4014,41,15,10,0.01
4015,41,16,11,0.011
4016,41,17,10,0.01
4017,41,18,12,0.012
4018,41,19,17,0.017
4019,41,20,11,0.011
4020,41,21,16,0.016
4021,41,22,12,0.012
4022,41,23,9,0.009
4023,41,24,10,0.01
4024,41,25,14,0.014
4025,41,26,13,0.013
4026,41,27,13,0.013
4027,41,28,14,0.014
4028,41,29,11,0.011
4029,41,30,11,0.011
4030,41,31,10,0.01
4031,41,32,14,0.014
4032,41,33,18,0.018
4033,41,34,20,0.02
4034,41,35,13,0.013
4035,41,36,10,0.01
4036,41,37,12,0.012
4037,41,38,13,0.013
4038,41,39,14,0.014
4039,41,40,13,0.013
4040,41,41,16,0.016
4041,41,42,14,0.014
4042,41,43,19,0.019
4043,41,44,18,0.018
4044,41,45,8,0.008
4045,41,46,17,0.017
4046,41,47,14,0.014
4047,41,48,14,0.014
4048,41,49,16,0.016
4049,41,50,15,0.015
4050,41,51,19,0.019
4051,41,52,9,0.009
4052,41,53,9,0.009
4053,41,54,8,0.008
4054,41,55,11,0.011
4055,41,56,11,0.011
4056,41,57,17,0.017
4057,41,58,15,0.015
4058,41,59,9,0.009
4059,41,60,14,0.014
4060,41,61,22,0.022
4061,41,62,13,0.013
4062,41,63,12,0.012
4063,41,64,20,0.02
4064,41,65,11,0.011
4065,41,66,12,0.012
4066,41,67,9,0.009
4067,41,68,7,0.007
4068,41,69,16,0.016
4069,41,70,9,0.009
4070,41,71,6,0.006
4071,41,72,9,0.009
4072,41,73,7,0.007
4073,41,74,10,0.01
4074,41,75,10,0.01
4075,41,76,6,0.006
4076,41,77,8,0.008
4077,41,78,10,0.01
4078,41,79,6,0.006
4079,41,80,7,0.007
4080,41,81,5,0.005
4081,41,82,8,0.008
4082,41,83,7,0.007
4083,41,84,7,0.007
4084,41,85,9,0.009
4085,41,86,6,0.006
4086,41,87,6,0.006
4087,41,88,4,0.004
4088,41,89,4,0.004
4089,41,90,5,0.005
4090,41,91,5,0.005
4091,41,92,1,0.001
4092,41,93,2,0.002
4093,41,94,2,0.002
4094,41,95,1,0.001
4095,41,96,4,0.004
4096,41,97,1,0.001
4097,41,98,4,0.004
4098,41,99,2,0.002
4099,41,100,0,0.0
4100,42,1,1,0.001
4101,42,2,4,0.004
4102,42,3,2,0.002
4103,42,4,3,0.003
4104,42,5,4,0.004
4105,42,6,3,0.003
4106,42,7,11,0.011
4107,42,8,8,0.008
4108,42,9,6,0.006
4109,42,10,5,0.005
4110,42,11,5,0.005
4111,42,12,10,0.01
4112,42,13,14,0.014
4113,42,14,11,0.011
4114,42,15,14,0.014
4115,42,16,18,0.018
4116,42,17,15,0.015
4117,42,18,14,0.014
4118,42,19,9,0.009
4119,42,20,11,0.011
4120,42,21,15,0.015
4121,42,22,14,0.014
4122,42,23,4,0.004
4123,42,24,15,0.015
4124,42,25,14,0.014
4125,42,26,8,0.008
4126,42,27,10,0.01
4127,42,28,18,0.018
4128,42,29,22,0.022
4129,42,30,18,0.018
4130,42,31,17,0.017
4131,42,32,11,0.011
4132,42,33,16,0.016
4133,42,34,13,0.013
4134,42,35,9,0.009
4135,42,36,12,0.012
4136,42,37,17,0.017
4137,42,38,15,0.015
4138,42,39,15,0.015
4139,42,40,12,0.012
4140,42,41,17,0.017
4141,42,42,17,0.017
4142,42,43,16,0.016
4143,42,44,14,0.014
4144,42,45,11,0.011
4145,42,46,15,0.015
4146,42,47,15,0.015
4147,42,48,11,0.011
4148,42,49,12,0.012
4149,42,50,14,0.014
4150,42,51,18,0.018
4151,42,52,7,0.007
4152,42,53,7,0.007
4153,42,54,9,0.009
4154,42,55,13,0.013
4155,42,56,14,0.014
4156,42,57,12,0.012
4157,42,58,10,0.01
4158,42,59,10,0.01
4159,42,60,15,0.015
4160,42,61,11,0.011
4161,42,62,18,0.018
4162,42,63,13,0.013
4163,42,64,5,0.005
4164,42,65,10,0.01
4165,42,66,10,0.01
4166,42,67,11,0.011
4167,42,68,5,0.005
4168,42,69,16,0.016
4169,42,70,9,0.009
4170,42,71,14,0.014
4171,42,72,7,0.007
4172,42,73,10,0.01
4173,42,74,10,0.01
4174,42,75,10,0.01
4175,42,76,14,0.014
4176,42,77,4,0.004
4177,42,78,12,0.012
4178,42,79,11,0.011
4179,42,80,8,0.008
4180,42,81,13,0.013
4181,42,82,4,0.004
4182,42,83,5,0.005
4183,42,84,7,0.007
4184,42,85,14,0.014
4185,42,86,5,0.005
4186,42,87,3,0.003
4187,42,88,4,0.004
4188,42,89,4,0.004
4189,42,90,7,0.007
4190,42,91,8,0.008
4191,42,92,0,0.0
4192,42,93,3,0.003
4193,42,94,5,0.005
4194,42,95,1,0.001
4195,42,96,3,0.003
4196,42,97,1,0.001
4197,42,98,1,0.001
4198,42,99,2,0.002
4199,42,100,2,0.002
4200,43,1,1,0.001
4201,43,2,7,0.007
4202,43,3,2,0.002
4203,43,4,6,0.006
4204,43,5,10,0.01
4205,43,6,9,0.009
4206,43,7,7,0.007
4207,43,8,8,0.008
4208,43,9,4,0.004
4209,43,10,9,0.009
4210,43,11,11,0.011
4211,43,12,8,0.008
4212,43,13,6,0.006
4213,43,14,10,0.01
4214,43,15,9,0.009
4215,43,16,10,0.01
4216,43,17,12,0.012
4217,43,18,12,0.012
4218,43,19,6,0.006
4219,43,20,5,0.005
4220,43,21,15,0.015
4221,43,22,6,0.006
4222,43,23,12,0.012
4223,43,24,12,0.012
4224,43,25,14,0.014
4225,43,26,7,0.007
4226,43,27,8,0.008
4227,43,28,6,0.006
4228,43,29,11,0.011
4229,43,30,15,0.015
4230,43,31,15,0.015
4231,43,32,12,0.012
4232,43,33,14,0.014
4233,43,34,14,0.014
4234,43,35,10,0.01
4235,43,36,14,0.014
4236,43,37,15,0.015
4237,43,38,17,0.017
4238,43,39,15,0.015
4239,43,40,19,0.019
4240,43,41,10,0.01
4241,43,42,15,0.015
4242,43,43,13,0.013
4243,43,44,20,0.02
4244,43,45,12,0.012
4245,43,46,11,0.011
4246,43,47,23,0.023
4247,43,48,8,0.008
4248,43,49,11,0.011
4249,43,50,14,0.014
4250,43,51,11,0.011
4251,43,52,17,0.017
4252,43,53,13,0.013
4253,43,54,10,0.01
4254,43,55,19,0.019
4255,43,56,23,0.023
4256,43,57,13,0.013
4257,43,58,15,0.015
4258,43,59,14,0.014
4259,43,60,17,0.017
4260,43,61,19,0.019
4261,43,62,9,0.009
4262,43,63,16,0.016
4263,43,64,9,0.009
4264,43,65,10,0.01
4265,43,66,10,0.01
4266,43,67,9,0.009
4267,43,68,10,0.01
4268,43,69,9,0.009
4269,43,70,14,0.014
4270,43,71,14,0.014
4271,43,72,9,0.009
4272,43,73,13,0.013
4273,43,74,11,0.011
4274,43,75,9,0.009
4275,43,76,10,0.01
4276,43,77,9,0.009
4277,43,78,6,0.006
4278,43,79,8,0.008
4279,43,80,8,0.008
4280,43,81,5,0.005
4281,43,82,8,0.008
4282,43,83,5,0.005
4283,43,84,5,0.005
4284,43,85,7,0.007
4285,43,86,5,0.005
4286,43,87,7,0.007
4287,43,88,7,0.007
4288,43,89,5,0.005
4289,43,90,5,0.005
4290,43,91,7,0.007
4291,43,92,7,0.007
4292,43,93,4,0.004
4293,43,94,7,0.007
4294,43,95,3,0.003
4295,43,96,2,0.002
4296,43,97,2,0.002
4297,43,98,2,0.002
4298,43,99,2,0.002
4299,43,100,1,0.001
4300,44,1,0,0.0
4301,44,2,3,0.003
4302,44,3,4,0.004
4303,44,4,8,0.008
4304,44,5,7,0.007
4305,44,6,9,0.009
4306,44,7,8,0.008
4307,44,8,2,0.002
4308,44,9,13,0.013
4309,44,10,11,0.011
4310,44,11,16,0.016
4311,44,12,11,0.011
4312,44,13,13,0.013
4313,44,14,6,0.006
4314,44,15,17,0.017
4315,44,16,19,0.019
4316,44,17,11,0.011
4317,44,18,9,0.009
4318,44,19,13,0.013
4319,44,20,11,0.011
4320,44,21,9,0.009
4321,44,22,20,0.02
4322,44,23,22,0.022
4323,44,24,15,0.015
4324,44,25,7,0.007
4325,44,26,14,0.014
4326,44,27,6,0.006
4327,44,28,15,0.015
4328,44,29,9,0.009
4329,44,30,14,0.014
4330,44,31,10,0.01
4331,44,32,19,0.019
4332,44,33,7,0.007
4333,44,34,9,0.009
4334,44,35,15,0.015
4335,44,36,12,0.012
4336,44,37,11,0.011
4337,44,38,9,0.009
4338,44,39,16,0.016
4339,44,40,13,0.013
4340,44,41,13,0.013
4341,44,42,11,0.011
4342,44,43,17,0.017
4343,44,44,11,0.011
4344,44,45,10,0.01
4345,44,46,13,0.013
4346,44,47,16,0.016
4347,44,48,13,0.013
4348,44,49,11,0.011
4349,44,50,16,0.016
4350,44,51,16,0.016
4351,44,52,8,0.008
4352,44,53,13,0.013
4353,44,54,14,0.014
4354,44,55,10,0.01
4355,44,56,9,0.009
4356,44,57,13,0.013
4357,44,58,9,0.009
4358,44,59,10,0.01
4359,44,60,14,0.014
4360,44,61,10,0.01
4361,44,62,13,0.013
4362,44,63,16,0.016
4363,44,64,11,0.011
4364,44,65,13,0.013
4365,44,66,15,0.015
4366,44,67,12,0.012
4367,44,68,13,0.013
4368,44,69,9,0.009
4369,44,70,10,0.01
4370,44,71,7,0.007
4371,44,72,7,0.007
4372,44,73,6,0.006
4373,44,74,13,0.013
4374,44,75,11,0.011
4375,44,76,10,0.01
4376,44,77,7,0.007
4377,44,78,11,0.011
4378,44,79,7,0.007
4379,44,80,6,0.006
4380,44,81,13,0.013
4381,44,82,13,0.013
4382,44,83,8,0.008
4383,44,84,6,0.006
4384,44,85,6,0.006
4385,44,86,4,0.004
4386,44,87,5,0.005
4387,44,88,13,0.013
4388,44,89,6,0.006
4389,44,90,7,0.007
4390,44,91,4,0.004
4391,44,92,6,0.006
4392,44,93,2,0.002
4393,44,94,3,0.003
4394,44,95,2,0.002
4395,44,96,0,0.0
4396,44,97,2,0.002
4397,44,98,2,0.002
4398,44,99,1,0.001
4399,44,100,0,0.0
4400,45,1,5,0.005
4401,45,2,0,0.0
4402,45,3,3,0.003
4403,45,4,6,0.006
4404,45,5,7,0.007
4405,45,6,3,0.003
4406,45,7,6,0.006
4407,45,8,7,0.007
4408,45,9,11,0.011
4409,45,10,6,0.006
4410,45,11,14,0.014
4411,45,12,13,0.013
4412,45,13,6,0.006
4413,45,14,13,0.013
4414,45,15,11,0.011
4415,45,16,10,0.01
4416,45,17,16,0.016
4417,45,18,21,0.021
4418,45,19,15,0.015
4419,45,20,14,0.014
4420,45,21,8,0.008
4421,45,22,13,0.013
4422,45,23,15,0.015
4423,45,24,9,0.009
4424,45,25,6,0.006
4425,45,26,11,0.011
4426,45,27,9,0.009
4427,45,28,9,0.009
4428,45,29,16,0.016
4429,45,30,12,0.012
4430,45,31,9,0.009
4431,45,32,8,0.008
4432,45,33,10,0.01
4433,45,34,8,0.008
4434,45,35,18,0.018
4435,45,36,13,0.013
4436,45,37,7,0.007
4437,45,38,16,0.016
4438,45,39,11,0.011
4439,45,40,13,0.013
4440,45,41,10,0.01
4441,45,42,15,0.015
4442,45,43,14,0.014
4443,45,44,12,0.012
4444,45,45,21,0.021
4445,45,46,12,0.012
4446,45,47,13,0.013
4447,45,48,17,0.017
4448,45,49,14,0.014
4449,45,50,11,0.011
4450,45,51,11,0.011
4451,45,52,13,0.013
4452,45,53,13,0.013
4453,45,54,7,0.007
4454,45,55,11,0.011
4455,45,56,11,0.011
4456,45,57,13,0.013
4457,45,58,17,0.017
4458,45,59,12,0.012
4459,45,60,14,0.014
4460,45,61,16,0.016
4461,45,62,9,0.009
4462,45,63,9,0.009
4463,45,64,18,0.018
4464,45,65,10,0.01
4465,45,66,15,0.015
4466,45,67,5,0.005
4467,45,68,15,0.015
4468,45,69,13,0.013
4469,45,70,5,0.005
4470,45,71,16,0.016
4471,45,72,10,0.01
4472,45,73,11,0.011
4473,45,74,11,0.011
4474,45,75,8,0.008
4475,45,76,10,0.01
4476,45,77,11,0.011
4477,45,78,9,0.009
4478,45,79,10,0.01
4479,45,80,7,0.007
4480,45,81,6,0.006
4481,45,82,6,0.006
4482,45,83,9,0.009
4483,45,84,11,0.011
4484,45,85,11,0.011
4485,45,86,5,0.005
4486,45,87,7,0.007
4487,45,88,5,0.005
4488,45,89,8,0.008
4489,45,90,7,0.007
4490,45,91,6,0.006
4491,45,92,9,0.009
4492,45,93,5,0.005
4493,45,94,2,0.002
4494,45,95,5,0.005
4495,45,96,1,0.001
4496,45,97,3,0.003
4497,45,98,4,0.004
4498,45,99,2,0.002
4499,45,100,1,0.001
4500,46,1,0,0.0
4501,46,2,1,0.001
4502,46,3,2,0.002
4503,46,4,6,0.006
4504,46,5,4,0.004
4505,46,6,5,0.005
4506,46,7,7,0.007
4507,46,8,3,0.003
4508,46,9,6,0.006
4509,46,10,7,0.007
4510,46,11,10,0.01
4511,46,12,7,0.007
4512,46,13,11,0.011
4513,46,14,19,0.019
4514,46,15,14,0.014
4515,46,16,11,0.011
4516,46,17,8,0.008
4517,46,18,13,0.013
4518,46,19,11,0.011
4519,46,20,15,0.015
4520,46,21,13,0.013
4521,46,22,14,0.014
4522,46,23,17,0.017
4523,46,24,11,0.011
4524,46,25,10,0.01
4525,46,26,12,0.012
4526,46,27,16,0.016
4527,46,28,12,0.012
4528,46,29,10,0.01
4529,46,30,9,0.009
4530,46,31,16,0.016
4531,46,32,7,0.007
4532,46,33,14,0.014
4533,46,34,11,0.011
4534,46,35,9,0.009
4535,46,36,11,0.011
4536,46,37,15,0.015
4537,46,38,9,0.009
4538,46,39,14,0.014
4539,46,40,15,0.015
4540,46,41,12,0.012
4541,46,42,15,0.015
4542,46,43,13,0.013
4543,46,44,12,0.012
4544,46,45,16,0.016
4545,46,46,13,0.013
4546,46,47,21,0.021
4547,46,48,15,0.015
4548,46,49,12,0.012
4549,46,50,21,0.021
4550,46,51,11,0.011
4551,46,52,9,0.009
4552,46,53,12,0.012
4553,46,54,16,0.016
4554,46,55,7,0.007
4555,46,56,15,0.015
4556,46,57,11,0.011
4557,46,58,15,0.015
4558,46,59,13,0.013
4559,46,60,15,0.015
4560,46,61,17,0.017
4561,46,62,8,0.008
4562,46,63,9,0.009
4563,46,64,11,0.011
4564,46,65,15,0.015
4565,46,66,12,0.012
4566,46,67,4,0.004
4567,46,68,8,0.008
4568,46,69,12,0.012
4569,46,70,6,0.006
4570,46,71,17,0.017
4571,46,72,10,0.01
4572,46,73,11,0.011
4573,46,74,12,0.012
4574,46,75,12,0.012
4575,46,76,8,0.008
4576,46,77,13,0.013
4577,46,78,7,0.007
4578,46,79,11,0.011
4579,46,80,5,0.005
4580,46,81,5,0.005
4581,46,82,10,0.01
4582,46,83,8,0.008
4583,46,84,8,0.008
4584,46,85,7,0.007
4585,46,86,11,0.011
4586,46,87,12,0.012
4587,46,88,6,0.006
4588,46,89,4,0.004
4589,46,90,10,0.01
4590,46,91,3,0.003
4591,46,92,8,0.008
4592,46,93,6,0.006
4593,46,94,3,0.003
4594,46,95,4,0.004
4595,46,96,3,0.003
4596,46,97,3,0.003
4597,46,98,1,0.001
4598,46,99,0,0.0
4599,46,100,1,0.001
4600,47,1,2,0.002
4601,47,2,2,0.002
4602,47,3,6,0.006
4603,47,4,3,0.003
4604,47,5,5,0.005
4605,47,6,9,0.009
4606,47,7,8,0.008
4607,47,8,10,0.01
4608,47,9,4,0.004
4609,47,10,4,0.004
4610,47,11,15,0.015
4611,47,12,10,0.01
4612,47,13,6,0.006
4613,47,14,7,0.007
4614,47,15,8,0.008
4615,47,16,7,0.007
4616,47,17,9,0.009
4617,47,18,9,0.009
4618,47,19,7,0.007
4619,47,20,14,0.014
4620,47,21,6,0.006
4621,47,22,9,0.009
4622,47,23,10,0.01
4623,47,24,14,0.014
4624,47,25,11,0.011
4625,47,26,10,0.01
4626,47,27,8,0.008
4627,47,28,17,0.017
4628,47,29,11,0.011
4629,47,30,16,0.016
4630,47,31,15,0.015
4631,47,32,10,0.01
4632,47,33,19,0.019
4633,47,34,16,0.016
4634,47,35,19,0.019
4635,47,36,8,0.008
4636,47,37,11,0.011
4637,47,38,11,0.011
4638,47,39,14,0.014
4639,47,40,14,0.014
4640,47,41,22,0.022
4641,47,42,14,0.014
4642,47,43,9,0.009
4643,47,44,14,0.014
4644,47,45,8,0.008
4645,47,46,16,0.016
4646,47,47,9,0.009
4647,47,48,16,0.016
4648,47,49,11,0.011
4649,47,50,11,0.011
4650,47,51,11,0.011
4651,47,52,15,0.015
4652,47,53,19,0.019
4653,47,54,7,0.007
4654,47,55,15,0.015
4655,47,56,16,0.016
4656,47,57,9,0.009
4657,47,58,15,0.015
4658,47,59,13,0.013
4659,47,60,10,0.01
4660,47,61,10,0.01
4661,47,62,13,0.013
4662,47,63,13,0.013
4663,47,64,17,0.017
4664,47,65,4,0.004
4665,47,66,18,0.018
4666,47,67,14,0.014
4667,47,68,15,0.015
4668,47,69,19,0.019
4669,47,70,9,0.009
4670,47,71,15,0.015
4671,47,72,6,0.006
4672,47,73,9,0.009
4673,47,74,16,0.016
4674,47,75,9,0.009
4675,47,76,12,0.012
4676,47,77,9,0.009
4677,47,78,18,0.018
4678,47,79,8,0.008
4679,47,80,7,0.007
4680,47,81,14,0.014
4681,47,82,5,0.005
4682,47,83,7,0.007
4683,47,84,3,0.003
4684,47,85,5,0.005
4685,47,86,6,0.006
4686,47,87,6,0.006
4687,47,88,9,0.009
4688,47,89,7,0.007
4689,47,90,8,0.008
4690,47,91,6,0.006
4691,47,92,6,0.006
4692,47,93,3,0.003
4693,47,94,4,0.004
4694,47,95,5,0.005
4695,47,96,2,0.002
4696,47,97,4,0.004
4697,47,98,5,0.005
4698,47,99,0,0.0
4699,47,100,0,0.0
4700,48,1,2,0.002
4701,48,2,4,0.004
4702,48,3,9,0.009
4703,48,4,3,0.003
